"Click to View More","Agency","Program","Data Category","Data Element Name","Data Element Definition","Data Type","Years Available"
"&oplus;","State Department of Education (SDE)","State Longitudinal Data System (SLDS)","Special Education","EllAllSpEdFlag","An ELL student has a dominant language other than English and the LEA has determined that the student is not proficient in English on the basis of language proficiency testing, interviews and a review of the child’s school records.  Specific to SEDAC for Services Plan students only;  ELL is otherwise updated nightly from PSIS for IEP students.","bit","2010 to 2021"
"&oplus;","State Department of Education (SDE)","State Longitudinal Data System (SLDS)","Special Education","EvalDate","Date when the student was first evaluated to determine eligibility for special education and related services OR the date of the most recent evaluation to determine if the student remains eligible for special education and related services OR the documented date the parent and district agreed to waive the reevaluation.  
[CEDS Element: Individualized Program Service Plan Reevaluation Date, ID:001241]","date","2010 to 2021"
"&oplus;","State Department of Education (SDE)","State Longitudinal Data System (SLDS)","Special Education","Excep_7","Collapse of primary disabilities into the 7 highest incident categories:  LD, ID, ED, SLI, OHI, AU, Other.","integer","2010 to 2021"
"&oplus;","State Department of Education (SDE)","State Longitudinal Data System (SLDS)","Special Education","ExtndSchoolYearSvcsReqFlag","Indicates if an extended school year is required for this student.","bit","2010 to 2021"
"&oplus;","State Department of Education (SDE)","State Longitudinal Data System (SLDS)","Special Education","ExtracurricularActivitiesFlag","Indicates whether the student has participated in school sponsored extracurricular activities with non-disabled peers since the last annual review.","bit","2010 to 2021"
"&oplus;","State Department of Education (SDE)","State Longitudinal Data System (SLDS)","Special Education","FAPE_3","For public school setting categories used for reporting:  In District;  Other Public School District;  Other Settings/Private Settings","integer","2010 to 2021"
"&oplus;","State Department of Education (SDE)","State Longitudinal Data System (SLDS)","Special Education","FAPE_3_5_Code","A code or abbreviation for the type.","varchar(50)","2010 to 2021"
"&oplus;","State Department of Education (SDE)","State Longitudinal Data System (SLDS)","Special Education","FAPE_3_5_Name","The program in which children ages 3 through 5 attend and in which these children receive special education and related services. [CEDS Element: IDEA Educational Environment for Early Childhood, ID:000559]","varchar(100)","2010 to 2021"
"&oplus;","State Department of Education (SDE)","State Longitudinal Data System (SLDS)","Special Education","FAPE_4","For state-defined educational placement categories used for reporting SPP Indicator 5 in APR:  79.000001 -100% TWNDP; 40.000001 -79% TWNDP; 0-40% TWNDP;  Other Settings/Private Settings","integer","2010 to 2021"
"&oplus;","State Department of Education (SDE)","State Longitudinal Data System (SLDS)","Special Education","FAPE_ENV_Code","A code or abbreviation for the type.","varchar(50)","2010 to 2021"
"&oplus;","State Department of Education (SDE)","State Longitudinal Data System (SLDS)","Special Education","FAPE_ENV_Name","The setting in which children ages 6 through 21, receive special education and related services. [CEDS Element: IDEA Educational Environment for School Age, ID:000535]","varchar(100)","2010 to 2021"
"&oplus;","State Department of Education (SDE)","State Longitudinal Data System (SLDS)","Special Education","FAPE3","Indicates whether each eligible student with disabilities has received a Free Appropriate Public Education (FAPE) by their third birthday. This field is determined when a student is AGE 2 or 3 by comparing the ANNUAL REVIEW/PPT TO DEVELOP FIRST IEP to the DATE OF BIRTH and verifying the meeting date is on or before their third birthday.","integer","2010 to 2021"
"&oplus;","State Department of Education (SDE)","State Longitudinal Data System (SLDS)","Special Education","FAPE3Late","The reason the requirement for FAPE at the age of 3 was not met. 1-Late Referral (less than 90 days before 3rd birthday);  2-Parental Choice (requested delay);  3-Other (when selected the SEDAC user must provide a response in the text box);  4-FAPE met via earlier PPT (when selected the SEDAC user must provide the date of initial PPT);  
5-Child initially found not eligible by age 3 (re-referred to district at a later date);  6-Moved into district late...","integer","2010 to 2021"
"&oplus;","State Department of Education (SDE)","State Longitudinal Data System (SLDS)","Special Education","FAPE3LateOther","User-defined description used to supplement the REASON FAPE AT 3 NOT ON TIME INDICATOR field, when additional information is required.","varchar(30)","2010 to 2021"
"&oplus;","State Department of Education (SDE)","State Longitudinal Data System (SLDS)","Special Education","IEPStartDate","Date for the service with the most recent start date prior to October 1 when the most current IEP is implemented for data being collected as of October 1.","date","2010 to 2021"
"&oplus;","State Department of Education (SDE)","State Longitudinal Data System (SLDS)","Special Education","IEPType","Indicates whether the record is for service plan or IEP.","varchar(15)","2010 to 2021"
"&oplus;","State Department of Education (SDE)","State Longitudinal Data System (SLDS)","Special Education","IsHomeSchoolFlag","Indicates whether the student attends their home school location for special education services.","bit","2010 to 2021"
"&oplus;","State Department of Education (SDE)","State Longitudinal Data System (SLDS)","Special Education","NDPHours","The number of [hours] per week that a student with disabilities is served in a regular classroom with his or her non-disabled peers.  Maps to CSDE 'NDPhours'.  [CEDS Element ID:001233]","decimal(20,2)","2010 to 2021"
"&oplus;","State Department of Education (SDE)","State Longitudinal Data System (SLDS)","Special Education","NexusEntryDate","Date that the student entered the nexus district.","date","2010 to 2021"
"&oplus;","State Department of Education (SDE)","State Longitudinal Data System (SLDS)","Special Education","NexusExitDate","Date the student exited the nexus district.","date","2010 to 2021"
"&oplus;","State Department of Education (SDE)","State Longitudinal Data System (SLDS)","Special Education","NonEducBoundryCode","Categories of restriction placed on the district's ability to place students in the least restrictive environment (LRE).","varchar(50)","2010 to 2021"
"&oplus;","State Department of Education (SDE)","State Longitudinal Data System (SLDS)","Special Education","NonEducBoundryName","Short version of the type.","varchar(100)","2010 to 2021"
"&oplus;","State Department of Education (SDE)","State Longitudinal Data System (SLDS)","Special Education","OutsdAgncysInvitedPPT","Indicates whether the student attended the most recent team meeting.","char(2)","2010 to 2021"
"&oplus;","State Department of Education (SDE)","State Longitudinal Data System (SLDS)","Special Education","ParentGuardianAddr1","The street number and street name or post office box number of an address. [CEDS Element: Address Street Number and Name, ID: 000269]","varchar(40)","2010 to 2021"
"&oplus;","State Department of Education (SDE)","State Longitudinal Data System (SLDS)","Special Education","ParentGuardianAddr2","The apartment, room, or suite number of an address. [ CEDS Element: Address Apartment Room or Suite Number, ID:000019]","varchar(30)","2010 to 2021"
"&oplus;","State Department of Education (SDE)","State Longitudinal Data System (SLDS)","Special Education","ParentGuardianCity","The name of the city in which an address is located. [CEDS Element: Address City, ID:000040]","varchar(30)","2010 to 2021"
"&oplus;","State Department of Education (SDE)","State Longitudinal Data System (SLDS)","Special Education","ParentGuardianState","State code associated with this address.","char(2)","2010 to 2021"
"&oplus;","State Department of Education (SDE)","State Longitudinal Data System (SLDS)","Special Education","ParentGuardianZIPCode","A number that identifies each postal delivery area in the United States used as a portion of an address. [CEDS Element: Address Postal Code, ID:000214]","varchar(17)","2010 to 2021"
"&oplus;","State Department of Education (SDE)","State Longitudinal Data System (SLDS)","Special Education","Placement3to5Code","A short version of the code.","varchar(50)","2010 to 2021"
"&oplus;","State Department of Education (SDE)","State Longitudinal Data System (SLDS)","Special Education","Placement3to5Name","Learning placement setting for early childhood special education students age 3 through 5.","varchar(100)","2010 to 2021"
"&oplus;","State Department of Education (SDE)","State Longitudinal Data System (SLDS)","Special Education","PPTDate","Date when the student was first evaluated to determine eligibility for special education and related services by the PPT OR the date of the annual review of an IEP that reviews the educational progress and special education placement of a student.  [CEDS Element: Individualized Program Date, ID:001232]","date","2010 to 2021"
"&oplus;","State Department of Education (SDE)","State Longitudinal Data System (SLDS)","Special Education","PrimaryDisabilityCode","A code or abbreviation for the type.","nvarchar(50)","2010 to 2021"
"&oplus;","State Department of Education (SDE)","State Longitudinal Data System (SLDS)","Special Education","PrimaryDisabilityName","The disability condition that best describes a person's impairment. [CEDS Element: Primary Disability Type, ID:000218]","nvarchar(100)","2010 to 2021"
